locustag,asmid,species_name,phylum,subphylum,class,order,family,genus,total_proteins,adhesion_count,adhesion_fraction,mean_adhesion_prob,median_adhesion_prob
F59C040A,GCA_005059875.1_ASM505987v1,Rhodotorula sp. CCFEE 5036,Basidiomycota,Pucciniomycotina,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,6160,46,0.007467532467532467,0.7985565217391304,0.82675
F609CFF7,GCA_030867695.1_ASM3086769v1,Rhodotorula sp. CP72-2,Basidiomycota,Pucciniomycotina,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,7119,91,0.012782694198623401,0.8050252747252747,0.8235
FA9AF733,GCA_001914285.1_FNED7-bin-22,Rhodotorula sp. FNED7-22,Basidiomycota,Pucciniomycotina,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,6331,47,0.007423787711262044,0.8055446808510638,0.8592
F8C33FE9,GCA_001541205.1_Rhosp1,Rhodotorula sp. JG-1b,Basidiomycota,Pucciniomycotina,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,6225,45,0.007228915662650603,0.8278555555555556,0.8458
FBE2CBDC,GCA_023628275.1_ASM2362827v1,Rhodotorula sp. M30-05A-2,Basidiomycota,Pucciniomycotina,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,6821,48,0.007037091335581293,0.83275625,0.8527
F4105AA8,GCA_028828645.1_ASM2882864v1,Rhodotorula sp. PL61-2,Basidiomycota,Pucciniomycotina,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,7328,88,0.012008733624454149,0.8037034090909091,0.8183499999999999
FD738BD6,GCA_023628235.1_ASM2362823v1,Rhodotorula sp. S30-09,Basidiomycota,Pucciniomycotina,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,6694,48,0.00717060053779504,0.8276083333333333,0.87315
F5EF8781,GCA_019059545.1_ASM1905954v1,Rhodotorula sp. VS67,Basidiomycota,Pucciniomycotina,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,6676,49,0.007339724385859796,0.8347714285714286,0.8532
F8C932C2,GCA_009806315.1_ASM980631v1,Rhodotorula sp. ZM1,Basidiomycota,Pucciniomycotina,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,6357,56,0.008809186723297153,0.8136821428571428,0.8504499999999999
F06D32B5,GCA_024713535.1_ASM2471353v1,Rhodotorula sphaerocarpa,Basidiomycota,Pucciniomycotina,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,6045,52,0.008602150537634409,0.8298,0.8476
FE6A7FE5,GCA_002922495.1_ASM292249v1,Rhodotorula taiwanensis,Basidiomycota,Pucciniomycotina,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,6656,68,0.010216346153846154,0.7741808823529411,0.7665
F0A81658,GCF_000320785.1_RHOziaDV1.0,Rhodotorula toruloides,Basidiomycota,Pucciniomycotina,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,7162,62,0.008656799776598716,0.7894983870967742,0.8261000000000001
FDFEC69F,GCA_900074905.1_version_1,Rhynchosporium agropyri,Ascomycota,Pezizomycotina,Leotiomycetes,Helotiales,Ploettnerulaceae,Rhynchosporium,10822,173,0.015985954537054148,0.8507664739884393,0.9167
F9389B09,GCA_900074885.1_version_1,Rhynchosporium commune,Ascomycota,Pezizomycotina,Leotiomycetes,Helotiales,Ploettnerulaceae,Rhynchosporium,10400,170,0.016346153846153847,0.8555111764705883,0.9250499999999999
F691E714,GCA_900074895.1_version_1,Rhynchosporium secalis,Ascomycota,Pezizomycotina,Leotiomycetes,Helotiales,Ploettnerulaceae,Rhynchosporium,10664,157,0.014722430607651913,0.8747273885350318,0.9308
F48F6EB1,GCA_033297075.1_Poddec1,Rhypophila decipiens,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariales,Naviculisporaceae,Rhypophila,13800,319,0.02311594202898551,0.8629448275862069,0.9292
FA3E7180,GCA_000467735.1_ASM46773v1,Rhytidhysteron rufulum,Ascomycota,Pezizomycotina,Dothideomycetes,Hysteriales,Hysteriaceae,Rhytidhysteron,12531,180,0.014364376346660282,0.8280794444444445,0.9138999999999999
FF2044E9,GCA_004355085.1_Ricmel1,Rickenella mellea,Basidiomycota,Agaricomycotina,Agaricomycetes,Hymenochaetales,Rickenellaceae,Rickenella,11515,96,0.008336951801997394,0.7993114583333333,0.8509
FC9C2394,GCA_040938115.1_ASM4093811v1,Rigidonotus glomeratus,Basidiomycota,Agaricomycotina,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Rigidonotus,10354,107,0.01033417036893954,0.8240878504672897,0.8821
F7475F69,GCA_964187995.1_gfRipTric1.1,Ripartites tricholoma,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Tricholomataceae,Ripartites,14371,122,0.008489318766961242,0.8181114754098361,0.83995
FCB42474,GCA_029378245.1_Rorror1,Roridomyces roridus,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Mycenaceae,Roridomyces,26973,449,0.016646275905535166,0.7951799554565702,0.8194
F76B6AF8,GCA_021209875.1_ASM2120987v1,Rosellinia necatrix,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariales,Xylariaceae,Rosellinia,10889,151,0.013867205436679218,0.8374801324503311,0.883
F1225DC4,GCA_038090415.1_NY1194094-Rossbeevera-mucosa,Rossbeevera mucosa,Basidiomycota,Agaricomycotina,Agaricomycetes,Boletales,Boletaceae,Rossbeevera,12392,56,0.004519044544867657,0.8204285714285714,0.8754500000000001
FF860EEE,GCA_038090155.1_NY2072539-Rossbeevera-pachydermis,Rossbeevera pachydermis,Basidiomycota,Agaricomycotina,Agaricomycetes,Boletales,Boletaceae,Rossbeevera,9137,46,0.005034475210681843,0.8168304347826087,0.8239000000000001
FA365FF4,GCA_022497145.1_Roster1,Rostrohypoxylon terebratum,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariales,Hypoxylaceae,Rostrohypoxylon,10657,171,0.016045791498545556,0.8462730994152047,0.8826
F0CF8D08,GCA_038093575.1_KM192148-Rubinoboletus-rubinus,Rubinoboletus rubinus,Basidiomycota,Agaricomycotina,Agaricomycetes,Boletales,Boletaceae,Rubinoboletus,5032,36,0.007154213036565978,0.7581472222222222,0.72995
F16C71CA,GCA_038091165.1_MICH24411-Boletus-pulcherrimus,Rubroboletus pulcherrimus,Basidiomycota,Agaricomycotina,Agaricomycetes,Boletales,Boletaceae,Rubroboletus,10536,68,0.006454062262718299,0.8490573529411765,0.89995
F1EE54A5,GCA_038091115.1_MICH254748-Rubroboletus-rhodosanguineus,Rubroboletus rhodosanguineus,Basidiomycota,Agaricomycotina,Agaricomycetes,Boletales,Boletaceae,Rubroboletus,11810,93,0.007874682472480948,0.8260258064516129,0.8843
F88F6469,GCA_038090635.1_MICH61460-Boletus-satanas,Rubroboletus satanas,Basidiomycota,Agaricomycotina,Agaricomycetes,Boletales,Boletaceae,Rubroboletus,9922,73,0.007357387623463011,0.8271123287671233,0.8933
F3616C3A,GCA_038093855.1_DLT08-049-Rugiboletus-extremiorientale,Rugiboletus extremiorientalis,Basidiomycota,Agaricomycotina,Agaricomycetes,Boletales,Boletaceae,Rugiboletus,9235,40,0.004331348132106118,0.776255,0.82755
FA013EA4,GCA_023509875.1_ASM2350987v1,Rugonectria rugulosa,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreales,Nectriaceae,Rugonectria,13411,208,0.015509656252330176,0.8735894230769231,0.9542999999999999
F3EB814B,GCA_018221805.1_ASM1822180v1,Rugosomyces carneus,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Tricholomataceae,Rugosomyces,10892,110,0.010099155343371281,0.818710909090909,0.8687499999999999
F5327486,GCA_011316305.1_ASM1131630v1,Rusavskia elegans,Ascomycota,Pezizomycotina,Lecanoromycetes,Teloschistales,Teloschistaceae,Rusavskia,9899,104,0.01050611172845742,0.8549653846153846,0.92685
F4E6FF8C,GCA_003313715.1_ASM331371v1,Russula abietina,Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Russulaceae,Russula,12851,87,0.006769901175005836,0.8217563218390804,0.8468
F460FEF2,GCA_003313875.1_ASM331387v1,Russula aff. compacta,Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Russulaceae,Russula,14322,55,0.0038402457757296467,0.8440618181818181,0.9193
FC556231,GCA_964199335.1_gfRusFari1.1,Russula aff. farinipes,Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Russulaceae,Russula,8870,43,0.004847801578354002,0.7948953488372092,0.7956
F10ECB7D,GCA_022496225.1_Rusrug1,Russula aff. rugulosa BPL654,Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Russulaceae,Russula,10413,67,0.0064342648612311535,0.8464537313432836,0.8894
FCB61B2B,GCA_022496215.1_Rusbre1,Russula brevipes,Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Russulaceae,Russula,11124,74,0.0066522833513124775,0.8329648648648649,0.901
F3717A91,GCA_022376555.1_Ruscom1,Russula compacta,Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Russulaceae,Russula,9543,45,0.004715498270983967,0.8253555555555555,0.835
FDADFE3A,GCA_022376545.1_Rusdis1,Russula dissimulans,Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Russulaceae,Russula,8971,35,0.003901460260840486,0.8404114285714286,0.8555
F31E5B62,GCA_025769875.1_Rusear1,Russula earlei,Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Russulaceae,Russula,11626,79,0.006795114398761397,0.8119962025316456,0.8276
F2CF8559,GCA_015178925.1_Ruseme1,Russula emetica,Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Russulaceae,Russula,13324,87,0.006529570699489643,0.829371264367816,0.8877
F8616260,GCA_003316565.1_ASM331656v1,Russula foetens,Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Russulaceae,Russula,11964,71,0.005934470076897359,0.8083507042253522,0.8314
FB3BF340,GCA_022884055.1_ASM2288405v1,Russula griseocarnosa,Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Russulaceae,Russula,11471,75,0.006538226832882922,0.8041786666666667,0.825
FD6ACD86,GCA_003316425.1_ASM331642v1,Russula lepida,Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Russulaceae,Russula,9519,57,0.005988023952095809,0.8362614035087719,0.9015
F09BA05D,GCA_015178965.1_Rusoch1,Russula ochroleuca,Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Russulaceae,Russula,6533,28,0.0042859329557630495,0.8035785714285715,0.8784000000000001
F3D49399,GCA_963926505.1_gfRusOliv1.1,Russula olivacea,Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Russulaceae,Russula,9612,77,0.008010819808572617,0.8284324675324676,0.8692
F89FD719,GCA_003313725.1_ASM331372v1,Russula sp. MG48,Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Russulaceae,Russula,12914,62,0.00480099117237107,0.8345983870967741,0.8867
F276E5A8,GCA_022376525.1_Rusvin1,Russula vinacea,Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Russulaceae,Russula,9975,57,0.005714285714285714,0.8282,0.846
F80A6CDA,GCA_003316435.1_ASM331643v1,Russula virescens,Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Russulaceae,Russula,15008,80,0.005330490405117271,0.79407,0.7875
F7288317,GCA_002946425.1_ASM294642v1,Rutstroemia sp. NJR-2017a BBW,Ascomycota,Pezizomycotina,Leotiomycetes,Helotiales,Rutstroemiaceae,Rutstroemia,11428,225,0.01968848442422121,0.8510742222222222,0.8941
F33D5E14,GCA_002946415.1_ASM294641v1,Rutstroemia sp. NJR-2017a BVV2,Ascomycota,Pezizomycotina,Leotiomycetes,Helotiales,Rutstroemiaceae,Rutstroemia,12003,229,0.01907856369241023,0.8374921397379913,0.8787
F4A05088,GCA_002946385.1_ASM294638v1,Rutstroemia sp. NJR-2017a WRK4,Ascomycota,Pezizomycotina,Leotiomycetes,Helotiales,Rutstroemiaceae,Rutstroemia,11772,229,0.01945293917770982,0.8456947598253275,0.8867
F77A1331,GCA_000812895.1_ASM81289v1,Rutstroemia sydowiana,Ascomycota,Pezizomycotina,Leotiomycetes,Helotiales,Rutstroemiaceae,Rutstroemia,13929,269,0.019312226290473113,0.8419698884758364,0.9025
F624A265,GCA_022345705.2_ASM2234570v2,Sabuloglossum arenarium,Ascomycota,Pezizomycotina,Geoglossomycetes,Geoglossales,Geoglossaceae,Sabuloglossum,9498,94,0.009896820383238577,0.8438212765957447,0.914
FB16F25E,GCA_010015785.1_Sacpr1,Saccharata proteae,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriales,Saccharataceae,Saccharata,8629,144,0.016687912852010663,0.8574340277777778,0.92315
F009C6B0,GCA_019431265.1_ASM1943126v1,Saccharomyces bayanus,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,5676,62,0.010923185341789992,0.8963241935483871,0.9573499999999999
F4ABBCDF,GCA_026225675.1_ASM2622567v1,Saccharomyces boulardii,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,5111,106,0.02073958129524555,0.9137207547169811,0.9875
F7F61EE9,GCA_009667055.1_ASM966705v1,Saccharomyces cerevisiae x Saccharomyces eubayanus x Saccharomyces kudriavzevii x Saccharomyces uvarum,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,12934,143,0.011056131127261481,0.8967006993006993,0.9669
FDB8D0B0,GCA_009666275.1_ASM966627v1,Saccharomyces cerevisiae x Saccharomyces eubayanus x Saccharomyces uvarum,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,10881,138,0.012682657843948167,0.8978456521739131,0.9672499999999999
F332EAA5,GCA_009665555.1_ASM966555v1,Saccharomyces cerevisiae x Saccharomyces eubayanus,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,10357,106,0.010234623925847253,0.8763905660377359,0.9487
FAA2C665,GCA_030578135.1_HGU_ScerxSkud_CEG,Saccharomyces cerevisiae x Saccharomyces kudriavzevii,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,7041,72,0.010225820195994887,0.8947763888888889,0.9742500000000001
F71EA977,GCA_009666465.1_ASM966646v1,Saccharomyces cerevisiae x Saccharomyces kudriavzevii x Saccharomyces eubayanus,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,11198,121,0.010805500982318271,0.8838396694214876,0.9684
F91D2AA7,GCA_013180725.1_ASM1318072v1,Saccharomyces cerevisiae x Saccharomyces kudriavzevii x Saccharomyces uvarum,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,12389,135,0.01089676325772863,0.8701903703703704,0.9464
F28E8ED8,GCA_013180185.1_ASM1318018v1,Saccharomyces cerevisiae x Saccharomyces uvarum,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,10358,91,0.008785479822359528,0.8979450549450549,0.9717
F2E18913,GCF_001298625.1_SEUB3.0,Saccharomyces eubayanus,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,5329,56,0.010508538187277162,0.8926160714285715,0.9574499999999999
FDFD1660,GCA_009666385.1_ASM966638v1,Saccharomyces eubayanus x Saccharomyces uvarum,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,5403,64,0.011845271145659819,0.9038203125000001,0.9736
F3BFAC65,GCA_900290405.1_SacJureiUoM1,Saccharomyces jurei,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,5447,56,0.010280888562511473,0.8753785714285715,0.9708
F1C911DE,GCF_947243775.1_Skud-IFO1802,Saccharomyces kudriavzevii,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,5400,59,0.010925925925925926,0.8833355932203389,0.9629
FA6ADBE6,GCF_947241705.1_Smik-IFO1815,Saccharomyces mikatae,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,5450,67,0.012293577981651376,0.8603910447761194,0.9516
FC145A84,GCF_002079055.1_ASM207905v1,Saccharomyces paradoxus,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,5511,62,0.011250226819089094,0.9064612903225806,0.9615
F1148B87,GCA_011022315.1_ASM1102231v1,Saccharomyces pastorianus,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,10491,113,0.01077113716518921,0.8946513274336283,0.9705
F42976C0,GCA_002375215.1_ASM237521v1,Saccharomyces sp. M14,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,10401,105,0.010095183155465821,0.8803857142857143,0.9701
F82C910B,GCA_947243795.1_Suva-ZP964,Saccharomyces uvarum,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,5386,63,0.011696992202005199,0.8775698412698413,0.967
FED3096F,GCA_029303855.1_ASM2930385v1,Saccharomycetaceae sp.,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,4462,19,0.004258180188256387,0.8390684210526316,0.9681
F2B0AD2D,GCA_026724345.1_ASM2672434v1,Candida sp. AC06,Ascomycota,Saccharomycotina,Pichiomycetes,Serinales,Debaryomycetaceae,Candida,10306,196,0.01901804773918106,0.9001617346938775,0.98585
F945E4C0,GCA_029290875.1_ASM2929087v1,Saccharomycetales sp.,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,,,5606,51,0.009097395647520514,0.8731725490196078,0.9707
F6E290E7,GCA_023628935.1_ASM2362893v1,Zygoascus sp. PK3305,Ascomycota,Saccharomycotina,Dipodascomycetes,Dipodascales,Trichomonascaceae,Zygoascus,5508,76,0.013798111837327523,0.866371052631579,0.9468000000000001
F0EDCA31,GCA_023628915.1_ASM2362891v1,Trichomonascaceae sp. Y4102,Ascomycota,Saccharomycotina,Dipodascomycetes,Dipodascales,Trichomonascaceae,,5239,56,0.010689062798243939,0.9099839285714286,0.9769
FDCCF0EC,GCA_030580355.1_ASM3058035v1,Debaryomycetaceae sp. yHKB357,Ascomycota,Saccharomycotina,Pichiomycetes,Serinales,Debaryomycetaceae,,5201,88,0.016919823110940205,0.8507761363636364,0.9504999999999999
FAB036A4,GCF_020623625.1_UHD_SCDLUD_16,Saccharomycodes ludwigii,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycodales,Saccharomycodaceae,Saccharomycodes,4901,75,0.015302999387880024,0.9161053333333333,0.9917
F286ED04,GCA_029299855.1_ASM2929985v1,Saccharomycopsidaceae sp.,Ascomycota,Saccharomycotina,Saccharomycetes,Ascoideales,Saccharomycopsidaceae,,8905,86,0.00965749578888265,0.848403488372093,0.92075
F085ABF1,GCA_031125765.1_ASM3112576v1,Saccharomycopsis amapae,Ascomycota,Saccharomycotina,Saccharomycetes,Ascoideales,Saccharomycopsidaceae,Saccharomycopsis,5831,100,0.017149717029669012,0.876104,0.94235
FDF61D9B,GCA_031125705.1_ASM3112570v1,Saccharomycopsis babjevae,Ascomycota,Saccharomycotina,Saccharomycetes,Ascoideales,Saccharomycopsidaceae,Saccharomycopsis,5075,109,0.021477832512315272,0.908448623853211,0.9803
F65BDB4C,GCA_031125595.1_ASM3112559v1,Saccharomycopsis capsularis,Ascomycota,Saccharomycotina,Saccharomycetes,Ascoideales,Saccharomycopsidaceae,Saccharomycopsis,5677,62,0.010921261229522635,0.8773096774193548,0.95075
FD7E8BF2,GCF_037102585.1_ASM3710258v1,Saccharomycopsis crataegensis,Ascomycota,Saccharomycotina,Saccharomycetes,Ascoideales,Saccharomycopsidaceae,Saccharomycopsis,6001,109,0.018163639393434426,0.8869256880733944,0.9584
F0089D73,GCA_002564245.1_ASM256424v1,Saccharomycopsis fermentans,Ascomycota,Saccharomycotina,Saccharomycetes,Ascoideales,Saccharomycopsidaceae,Saccharomycopsis,5285,110,0.020813623462630087,0.9132363636363636,0.983
F7CAEDD1,GCA_001936155.1_KPH12,Saccharomycopsis fibuligera,Ascomycota,Saccharomycotina,Saccharomycetes,Ascoideales,Saccharomycopsidaceae,Saccharomycopsis,6020,83,0.013787375415282393,0.8665819277108434,0.918
F073CA92,GCA_001936135.1_KJJ81,Saccharomycopsis fibuligera x Saccharomycopsis cf. fibuligera,Ascomycota,Saccharomycotina,Saccharomycetes,Ascoideales,Saccharomycopsidaceae,Saccharomycopsis,11737,151,0.0128652977762631,0.8810748344370861,0.9618
F15ECC69,GCA_002564235.1_ASM256423v1,Saccharomycopsis fodiens,Ascomycota,Saccharomycotina,Saccharomycetes,Ascoideales,Saccharomycopsidaceae,Saccharomycopsis,5922,101,0.017055048969942588,0.9037712871287129,0.9767
F0A28F74,GCA_030578595.1_ASM3057859v1,Saccharomycopsis guyanensis,Ascomycota,Saccharomycotina,Saccharomycetes,Ascoideales,Saccharomycopsidaceae,Saccharomycopsis,5589,87,0.015566290928609769,0.8884172413793103,0.9585
F08AFE51,GCA_031125485.1_ASM3112548v1,Saccharomycopsis javanensis,Ascomycota,Saccharomycotina,Saccharomycetes,Ascoideales,Saccharomycopsidaceae,Saccharomycopsis,5177,89,0.017191423604404094,0.8785224719101123,0.9458
FAA2B045,GCA_031125475.1_ASM3112547v1,Saccharomycopsis lassenensis,Ascomycota,Saccharomycotina,Saccharomycetes,Ascoideales,Saccharomycopsidaceae,Saccharomycopsis,5665,66,0.011650485436893204,0.853740909090909,0.94885
FF88EFD9,GCA_004014935.1_ASM401493v1,Saccharomycopsis malanga,Ascomycota,Saccharomycotina,Saccharomycetes,Ascoideales,Saccharomycopsidaceae,Saccharomycopsis,5849,88,0.015045306890066678,0.8718227272727272,0.9481999999999999
F3C8756F,GCA_031125455.1_ASM3112545v1,Saccharomycopsis microspora,Ascomycota,Saccharomycotina,Saccharomycetes,Ascoideales,Saccharomycopsidaceae,Saccharomycopsis,6008,97,0.016145139813581892,0.8781453608247423,0.9524
FA8D6471,GCA_030571755.1_ASM3057175v1,Saccharomycopsis olivae,Ascomycota,Saccharomycotina,Saccharomycetes,Ascoideales,Saccharomycopsidaceae,Saccharomycopsis,5593,98,0.017521902377972465,0.907288775510204,0.9844999999999999
F95761F2,GCA_031125405.1_ASM3112540v1,Saccharomycopsis oosterbeekiorum,Ascomycota,Saccharomycotina,Saccharomycetes,Ascoideales,Saccharomycopsidaceae,Saccharomycopsis,5101,102,0.019996079200156832,0.9035039215686275,0.96985
F5611F45,GCA_020342235.1_ASM2034223v1,Saccharomycopsis phalluae,Ascomycota,Saccharomycotina,Saccharomycetes,Ascoideales,Saccharomycopsidaceae,Saccharomycopsis,5177,68,0.013135020282016612,0.8834779411764706,0.9732000000000001
FFFBEBE2,GCA_010994365.1_ASM1099436v1,Saccharomycopsis schoenii,Ascomycota,Saccharomycotina,Saccharomycetes,Ascoideales,Saccharomycopsidaceae,Saccharomycopsis,5332,106,0.019879969992498126,0.8826066037735849,0.96195
FF4B61CE,GCA_030583325.1_ASM3058332v1,Saccharomycopsis selenospora,Ascomycota,Saccharomycotina,Saccharomycetes,Ascoideales,Saccharomycopsidaceae,Saccharomycopsis,5847,104,0.017786899264580127,0.8672721153846153,0.9314
F354F22C,GCA_037355385.1_Sgei_CD511,Saccharomycopsis sp. FM-2023a,Ascomycota,Saccharomycotina,Saccharomycetes,Ascoideales,Saccharomycopsidaceae,Saccharomycopsis,5999,94,0.015669278213035504,0.8814202127659574,0.9548
FF74B102,GCA_030450195.1_ASM3045019v1,Saccharomycopsis sp. KB-2023a,Ascomycota,Saccharomycotina,Saccharomycetes,Ascoideales,Saccharomycopsidaceae,Saccharomycopsis,5889,60,0.010188487009679063,0.8688366666666667,0.92265
FE34207B,GCA_030564765.1_ASM3056476v1,Saccharomycopsis sp. NRRL Y-5750,Ascomycota,Saccharomycotina,Saccharomycetes,Ascoideales,Saccharomycopsidaceae,Saccharomycopsis,5639,75,0.013300230537329314,0.86188,0.9322
F68E9EDD,GCA_002895615.1_Sspec,Saccharomycopsis sp. UWO(PS) 91-127.1,Ascomycota,Saccharomycotina,Saccharomycetes,Ascoideales,Saccharomycopsidaceae,Saccharomycopsis,5363,76,0.014171172851016222,0.8784184210526316,0.95745
F41EDA4B,GCA_030490795.1_ASM3049079v1,Saccharomycopsis sp. yHQL182,Ascomycota,Saccharomycotina,Saccharomycetes,Ascoideales,Saccharomycopsidaceae,Saccharomycopsis,5715,89,0.01557305336832896,0.885991011235955,0.9558
F4E981EC,GCA_031124835.1_ASM3112483v1,Saccharomycopsis synnaedendra,Ascomycota,Saccharomycotina,Saccharomycetes,Ascoideales,Saccharomycopsidaceae,Saccharomycopsis,6030,94,0.015588723051409618,0.8891946808510638,0.9639
F78D666B,GCA_031124825.1_ASM3112482v1,Saccharomycopsis vini,Ascomycota,Saccharomycotina,Saccharomycetes,Ascoideales,Saccharomycopsidaceae,Saccharomycopsis,6086,81,0.013309234308248439,0.8836049382716049,0.957
F6365D46,GCF_001661265.1_Saico1,Saitoella complicata,Ascomycota,Taphrinomycotina,,,,Saitoella,6137,82,0.013361577317907773,0.9045878048780488,0.96775
F20212AA,GCA_003942215.1_ASM394221v1,Saitozyma podzolica,Basidiomycota,Agaricomycotina,Tremellomycetes,Tremellales,Trimorphomycetaceae,Saitozyma,8624,89,0.010320037105751391,0.7999640449438202,0.8092
F0AF3B58,GCA_001600855.1_JCM_24511_assembly_v001,Saitozyma sp. JCM 24511,Basidiomycota,Agaricomycotina,Tremellomycetes,Tremellales,Trimorphomycetaceae,Saitozyma,8582,93,0.01083663481705896,0.8049924731182796,0.8254
F4CCC899,GCA_000697495.1_SakOblB3353-1.0,Saksenaea oblongispora,Mucoromycota,Mucoromycotina,Mucoromycetes,Mucorales,Saksenaeaceae,Saksenaea,10854,90,0.008291873963515755,0.8169444444444445,0.84235
F5914C48,GCA_000697055.1_SakVasB4078-1.0,Saksenaea vasiformis,Mucoromycota,Mucoromycotina,Mucoromycetes,Mucorales,Saksenaeaceae,Saksenaea,11452,97,0.008470136220747469,0.7870041237113402,0.8102
FD2192CD,GCA_005059885.1_ASM505988v1,Salinomyces thailandica,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Salinomyces,8550,143,0.01672514619883041,0.8588566433566434,0.9318
FC8FFADD,GCA_029952725.1_ASM2995272v1,Salmacisia buchloeana,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,Tilletiales,Tilletiaceae,Salmacisia,6158,89,0.014452744397531666,0.8392011235955056,0.8768
FB6E4FD7,GCA_001455915.2_ASM145591v2,Samsoniella hepiali,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreales,Cordycipitaceae,Samsoniella,10120,169,0.016699604743083005,0.8360396449704142,0.89
F94D4984,GCA_001481415.2_ASM148141v2,Sanghuangporus baumii,Basidiomycota,Agaricomycotina,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Sanghuangporus,8754,97,0.011080648846241718,0.8102494845360825,0.8382
